A0A0G2JPB7	GO:0009897;GO:0009897
ACOT13	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005759;GO:0005759;GO:0005759;GO:0005759;GO:0005819;GO:0005819;GO:0005819;GO:0005819;GO:0005829;GO:0005829;GO:0005829;GO:0005829
ACOT2	GO:0005739;GO:0005739;GO:0005739;GO:0005759;GO:0005759;GO:0005759;GO:0005782;GO:0005782;GO:0005782;GO:0005829;GO:0005829;GO:0005829
ACOT4	GO:0005777;GO:0005777;GO:0005777;GO:0005782;GO:0005782;GO:0005782;GO:0005829;GO:0005829;GO:0005829
ACOT6	GO:0005782;GO:0005782;GO:0005829;GO:0005829
ACOT7	GO:0005654;GO:0005654;GO:0005739;GO:0005739;GO:0005829;GO:0005829;GO:0070062;GO:0070062
ACOT7L	GO:0005829;GO:0005829;GO:0005654;GO:0005654
ACOT8	GO:0005782;GO:0005782;GO:0005782;GO:0005829;GO:0005829;GO:0005829
ACOT9	GO:0005739;GO:0005739;GO:0005759;GO:0005759
ACOX1	GO:0005777;GO:0005777;GO:0005778;GO:0005778;GO:0005782;GO:0005782;GO:0005829;GO:0005829;GO:0016020;GO:0016020
ACOX2	GO:0005777;GO:0005782;GO:0005829;GO:0043231
ACOX3	GO:0005777;GO:0005777;GO:0005777;GO:0005782;GO:0005782;GO:0005782;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020
ACOXL	GO:0005575;GO:0005782;GO:0005777
ACP1	GO:0005737;GO:0005829;GO:0009898;GO:0042383;GO:0070062
ACP2	GO:0005764;GO:0005765;GO:0016020;GO:0043202;GO:0070062
ACP3	GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005765;GO:0005765;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0012506;GO:0012506;GO:0030175;GO:0030175;GO:0035577;GO:0035577;GO:0070062;GO:0070062;GO:0005764;GO:0005764
ACP4	GO:0045211;GO:0045211;GO:0005764;GO:0005764
ACP5	GO:0005764;GO:0005829;GO:0016020
ACP6	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005759;GO:0005759;GO:0005759;GO:0005759
ACP7	GO:0005576;GO:0005576;GO:0005576
ACR	GO:0005576;GO:0005576;GO:0005634;GO:0005634;GO:0005798;GO:0005798;GO:0043159;GO:0043159;GO:0032991;GO:0032991
ACRBP	GO:0001669;GO:0002080;GO:0005576;GO:0005634
ACRV1	GO:0001669
ACSBG1	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0031410;GO:0031410;GO:0031410;GO:0031410
ACSBG2	GO:0005737;GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005739;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020
ACSF2	GO:0005759;GO:0005759
ACSF3	GO:0005654;GO:0005654;GO:0005739;GO:0005739;GO:0005759;GO:0005759
ACSL1	GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020
ACSL3	GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005811;GO:0005811;GO:0005811;GO:0005811;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0048471;GO:0048471;GO:0048471;GO:0048471;GO:0005886;GO:0005886;GO:0005886;GO:0005886
ACSL4	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005811;GO:0005811;GO:0005811;GO:0005811;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0044233;GO:0044233;GO:0044233;GO:0044233;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005886;GO:0005886;GO:0005886;GO:0005886
ACSL5	GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020
ACSL6	GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005741;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005778;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020
ACSM1	GO:0005759;GO:0005759;GO:0005759;GO:0005759;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0072562;GO:0072562
ACSM2A	GO:0005739;GO:0005739;GO:0005739;GO:0005759;GO:0005759;GO:0005759
ACSM2B	GO:0005739;GO:0005739;GO:0005739;GO:0005759;GO:0005759;GO:0005759
ACSM3	GO:0005739;GO:0005739;GO:0005759;GO:0005759
ACSM4	GO:0005759
ACSM5	GO:0005759;GO:0005759
ACSM6	GO:0005759;GO:0005759
ACSS1	GO:0005759;GO:0005759;GO:0005759;GO:0005739;GO:0005739;GO:0005739
ACSS2	GO:0005737;GO:0005737;GO:0005759;GO:0005759;GO:0005829;GO:0005829
ACSS3	GO:0005739;GO:0005759;GO:0043231
ACTA1	GO:0001725;GO:0001725;GO:0005615;GO:0005615;GO:0005829;GO:0005829;GO:0005865;GO:0005865;GO:0005884;GO:0005884;GO:0015629;GO:0015629;GO:0030017;GO:0030017;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0072562;GO:0072562
ACTA2	GO:0001725;GO:0001725;GO:0001725;GO:0001725;GO:0005604;GO:0005604;GO:0005604;GO:0005604;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0030175;GO:0030175;GO:0030485;GO:0030485;GO:0030485;GO:0030485;GO:0031514;GO:0031514;GO:0031514;GO:0031514;GO:0044297;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0032991;GO:0032991;GO:0032991;GO:0032991
ACTB	GO:0098871;GO:0098978;GO:0000776;GO:0000785;GO:0000786;GO:0005615;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0005903;GO:0005911;GO:0005912;GO:0005925;GO:0015629;GO:0016020;GO:0016363;GO:0016514;GO:0016586;GO:0030027;GO:0030863;GO:0031982;GO:0035060;GO:0035267;GO:0036464;GO:0043296;GO:0044305;GO:0070062;GO:0070160;GO:0071564;GO:0071565;GO:0072562;GO:0097433;GO:0098685;GO:0098793;GO:0140092;GO:0140288;GO:0032991;GO:1990904;GO:0045202
ACTBL2	GO:0005615;GO:0070062;GO:0035267;GO:0098978;GO:0005737;GO:0016020
ACTC1	GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005884;GO:0005884;GO:0005925;GO:0005925;GO:0016020;GO:0016020;GO:0030017;GO:0030017;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0031674;GO:0031674;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0098978;GO:0098978
ACTG1	GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005829;GO:0005829;GO:0005856;GO:0005856;GO:0005884;GO:0005884;GO:0005886;GO:0005886;GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0016020;GO:0016020;GO:0030016;GO:0030016;GO:0043296;GO:0043296;GO:0044305;GO:0044305;GO:0045335;GO:0045335;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0097433;GO:0097433;GO:0098685;GO:0098685;GO:0098871;GO:0098871;GO:0099143;GO:0099143;GO:0120220;GO:0120220;GO:0031941;GO:0031941
ACTG2	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0030175;GO:0030175;GO:0032982;GO:0032982;GO:0032982;GO:0032982;GO:0044297;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0071944;GO:0071944;GO:0071944;GO:0071944;GO:0072562;GO:0072562;GO:0072562;GO:0072562
ACTL6A	GO:0000776;GO:0000776;GO:0000776;GO:0000776;GO:0000785;GO:0000785;GO:0000785;GO:0000785;GO:0000786;GO:0000786;GO:0000786;GO:0000786;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016363;GO:0016363;GO:0016363;GO:0016363;GO:0016514;GO:0016514;GO:0016514;GO:0016514;GO:0016586;GO:0016586;GO:0016586;GO:0016586;GO:0031011;GO:0031011;GO:0031011;GO:0031011;GO:0035060;GO:0035060;GO:0035060;GO:0035060;GO:0035267;GO:0035267;GO:0035267;GO:0035267;GO:0071564;GO:0071564;GO:0071564;GO:0071564;GO:0140288;GO:0140288;GO:0140288;GO:0140288;GO:0032991;GO:0032991;GO:0032991;GO:0032991
ACTL6B	GO:0000776;GO:0000776;GO:0000776;GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634;GO:0016363;GO:0016363;GO:0016363;GO:0016514;GO:0016514;GO:0016514;GO:0016586;GO:0016586;GO:0016586;GO:0035060;GO:0035060;GO:0035060;GO:0071565;GO:0071565;GO:0071565;GO:0140092;GO:0140092;GO:0140092;GO:0140288;GO:0140288;GO:0140288;GO:0035267;GO:0035267;GO:0035267
ACTL7A	GO:0005794;GO:0001669;GO:0001673;GO:0005634;GO:0005737;GO:0005856;GO:0031514;GO:0032991
ACTL7B	GO:0015629;GO:0005737;GO:0005634
ACTL8	GO:0005737;GO:0005884;GO:0001725;GO:0005865
ACTL9	GO:0001669;GO:0001669;GO:0001669;GO:0033011;GO:0033011;GO:0033011;GO:0061827;GO:0061827;GO:0061827;GO:0016020;GO:0016020;GO:0016020;GO:0005737;GO:0005737;GO:0005737;GO:0045202;GO:0045202;GO:0045202;GO:0035267;GO:0035267;GO:0035267
ACTN1	GO:0005884;GO:0098978;GO:0001725;GO:0001726;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0005903;GO:0005911;GO:0005916;GO:0005925;GO:0030018;GO:0031093;GO:0031143;GO:0042995;GO:0043197;GO:0070062;GO:0030864;GO:0030054;GO:0005886
ACTN2	GO:0005886;GO:0005576;GO:0005829;GO:0005856;GO:0005884;GO:0005925;GO:0030018;GO:0030175;GO:0031093;GO:0031143;GO:0043197;GO:0070062;GO:0030864;GO:0042995;GO:0030054
ACTN3	GO:0005829;GO:0005884;GO:0005903;GO:0005925;GO:0031143;GO:0070062;GO:0030018;GO:0030864;GO:0005886;GO:0030054;GO:0042995
ACTN4	GO:0015629;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0005925;GO:0016604;GO:0031093;GO:0031143;GO:0043005;GO:0048471;GO:0070062;GO:0032991;GO:1990904;GO:0042995;GO:0030054;GO:0005886;GO:0030864;GO:0030018
ACTR10	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0035578;GO:0035578;GO:0035578;GO:0035578;GO:1904115;GO:1904115;GO:1904115;GO:1904115;GO:1904813;GO:1904813;GO:1904813;GO:1904813;GO:0005869;GO:0005869;GO:0005869;GO:0005869
ACTR1A	GO:0005737;GO:0005737;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0015630;GO:0015630;GO:0070062;GO:0070062;GO:0099738;GO:0099738;GO:0005869;GO:0005869;GO:0005875;GO:0005875
ACTR1B	GO:0005576;GO:0005576;GO:0005737;GO:0005737;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0015630;GO:0015630;GO:0016020;GO:0016020;GO:0034774;GO:0034774;GO:0070062;GO:0070062;GO:1904813;GO:1904813;GO:0005869;GO:0005869
ACTR2	GO:0005576;GO:0005576;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005925;GO:0005925;GO:0015629;GO:0015629;GO:0016020;GO:0016020;GO:0030478;GO:0030478;GO:0035578;GO:0035578;GO:0035861;GO:0035861;GO:0042995;GO:0042995;GO:0070062;GO:0070062;GO:1904813;GO:1904813;GO:0005885;GO:0005885
ACTR3	GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005903;GO:0005903;GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0015629;GO:0015629;GO:0016020;GO:0016020;GO:0030027;GO:0030027;GO:0035861;GO:0035861;GO:0070062;GO:0070062;GO:0005885;GO:0005885
ACTR3B	GO:0005737;GO:0005737;GO:0005737;GO:0005856;GO:0005856;GO:0005856;GO:0042995;GO:0042995;GO:0042995;GO:0070062;GO:0070062;GO:0070062
ACTR3C	GO:0070062;GO:0070062
ACTR5	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0031011;GO:0031011
ACTR6	GO:0000786;GO:0000786;GO:0005634;GO:0005634;GO:0005730;GO:0005730;GO:0005737;GO:0005737;GO:0005856;GO:0005856;GO:0000812;GO:0000812
ACTR8	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005813;GO:0005813;GO:0005813;GO:0031011;GO:0031011;GO:0031011
ACTRT1	GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005856;GO:0005856;GO:0005856
ACTRT2	GO:0005737;GO:0005737;GO:0005856;GO:0005856
ACTRT3	GO:0001673;GO:0001673;GO:0005737;GO:0005737;GO:0005856;GO:0005856
ACVR1	GO:0005886;GO:0005886;GO:0045177;GO:0045177;GO:0048179;GO:0048179;GO:0070724;GO:0070724
ACVR1B	GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0043235;GO:0043235;GO:0043235;GO:0048179;GO:0048179;GO:0048179
ACVR1C	GO:0005886;GO:0005886;GO:0048179;GO:0048179
ACVR2A	GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0034673;GO:0034673;GO:0043235;GO:0043235;GO:0048179;GO:0048179
ACVR2B	GO:0005737;GO:0005886;GO:0032991;GO:0043235;GO:0048179
ACVRL1	GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0030425;GO:0030425;GO:0030425;GO:0043025;GO:0043025;GO:0043025;GO:0070724;GO:0070724;GO:0070724
ACY1	GO:0005829;GO:0070062
ACY3	GO:0005829;GO:0005829;GO:0016324;GO:0016324;GO:0070062;GO:0070062
ADA	GO:0005764;GO:0005764;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0060205;GO:0060205;GO:0070161;GO:0070161
ADA2	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0035578;GO:0035578;GO:0035578;GO:0035578
ADAD1	GO:0001673;GO:0001673;GO:0005737;GO:0005737;GO:0005730;GO:0005730
ADAD2	GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005730;GO:0005730
ADAL	GO:0005829;GO:0005829
ADAM10	GO:0000139;GO:0000139;GO:0000139;GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005788;GO:0005788;GO:0005788;GO:0005794;GO:0005794;GO:0005794;GO:0005798;GO:0005798;GO:0005798;GO:0005886;GO:0005886;GO:0005886;GO:0005912;GO:0005912;GO:0005912;GO:0005925;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0009986;GO:0014069;GO:0014069;GO:0014069;GO:0016020;GO:0016020;GO:0016020;GO:0030136;GO:0030136;GO:0030136;GO:0030424;GO:0030424;GO:0030424;GO:0030425;GO:0030425;GO:0030425;GO:0035579;GO:0035579;GO:0035579;GO:0043231;GO:0043231;GO:0043231;GO:0070062;GO:0070062;GO:0070062;GO:0070821;GO:0070821;GO:0070821;GO:0097038;GO:0097038;GO:0097038;GO:0097060;GO:0097060;GO:0097060;GO:0097197;GO:0097197;GO:0097197;GO:0098978;GO:0098978;GO:0098978;GO:0046930;GO:0046930;GO:0046930
ADAM11	GO:0062023;GO:0062023;GO:0005886;GO:0005886;GO:0030424;GO:0030424;GO:0042734;GO:0042734;GO:0043204;GO:0043204
ADAM12	GO:0005576;GO:0005576;GO:0005576;GO:0005654;GO:0005654;GO:0005654;GO:0005886;GO:0005886;GO:0005886
ADAM15	GO:0001669;GO:0001669;GO:0005886;GO:0005886;GO:0005912;GO:0005912;GO:0009986;GO:0009986;GO:0031514;GO:0031514;GO:0070062;GO:0070062;GO:0005615;GO:0005615
ADAM17	GO:0005911;GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0005925;GO:0032587;GO:0032587;GO:0032587;GO:0000139;GO:0000139;GO:0000139;GO:0005737;GO:0005737;GO:0005737;GO:0005788;GO:0005788;GO:0005788;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0015629;GO:0015629;GO:0015629;GO:0016020;GO:0016020;GO:0016020;GO:0016324;GO:0016324;GO:0016324;GO:0045121;GO:0045121;GO:0045121
ADAM18	GO:0016020;GO:0016020;GO:0016020;GO:0005886;GO:0005886;GO:0005886
ADAM19	GO:0005634;GO:0005634;GO:0005634;GO:0005886;GO:0005886;GO:0005886;GO:0062023;GO:0062023;GO:0062023
ADAM2	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0032991;GO:0032991
ADAM20	GO:0005886;GO:1990913;GO:0009897
ADAM21	GO:0005886;GO:0030424;GO:0043025;GO:0009897;GO:1990913
ADAM22	GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0030424;GO:0030424;GO:0098839;GO:0098839
ADAM23	GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0098978;GO:0098978;GO:0042734;GO:0042734
ADAM28	GO:0005576;GO:0005576;GO:0005576;GO:0005739;GO:0005739;GO:0005739;GO:0005886;GO:0005886;GO:0005886
ADAM29	GO:0005886;GO:1990913;GO:0009897
ADAM30	GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0016020;GO:0016020;GO:0031902;GO:0031902;GO:1990913;GO:1990913
ADAM32	GO:0016020;GO:0016020;GO:0005886;GO:0005886
ADAM33	GO:0016020;GO:0016020;GO:0016020
ADAM5	GO:0005575;GO:0005575;GO:0005575
ADAM7	GO:0005886;GO:0005886
ADAM8	GO:0002102;GO:0002102;GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0032010;GO:0032010;GO:0032127;GO:0032127;GO:0035579;GO:0035579;GO:0042581;GO:0042581;GO:0070820;GO:0070820;GO:0070821;GO:0070821;GO:0101003;GO:0101003;GO:0071133;GO:0071133
ADAM9	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886
ADAMDEC1	GO:0005576;GO:0062023
ADAMTS1	GO:0062023;GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005576;GO:0005604;GO:0005604;GO:0005604;GO:0031410;GO:0031410;GO:0031410;GO:0031012;GO:0031012;GO:0031012
ADAMTS10	GO:0001527;GO:0005576;GO:0062023;GO:0031012
ADAMTS12	GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAMTS13	GO:0005615;GO:0005615;GO:0005615;GO:0005788;GO:0005788;GO:0005788;GO:0009986;GO:0009986;GO:0009986;GO:0031012;GO:0031012;GO:0031012
ADAMTS14	GO:0005576;GO:0031012
ADAMTS15	GO:0005615;GO:0009986;GO:0062023;GO:0031012
ADAMTS16	GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAMTS17	GO:0005576;GO:0031012
ADAMTS18	GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAMTS19	GO:0005576;GO:0031012
ADAMTS2	GO:0005576;GO:0005576;GO:0005576;GO:0062023;GO:0062023;GO:0062023;GO:0031012;GO:0031012;GO:0031012
ADAMTS20	GO:0062023;GO:0005615;GO:0031012
ADAMTS3	GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0031012;GO:0031012;GO:0070062;GO:0070062
ADAMTS4	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0016607;GO:0016607;GO:0016607;GO:0062023;GO:0062023;GO:0062023;GO:0031012;GO:0031012;GO:0031012
ADAMTS5	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005788;GO:0005788;GO:0005788;GO:0062023;GO:0062023;GO:0062023;GO:0031012;GO:0031012;GO:0031012
ADAMTS6	GO:0005576;GO:0031012
ADAMTS7	GO:0005576;GO:0005788;GO:0009986;GO:0031012
ADAMTS8	GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAMTS9	GO:0062023;GO:0062023;GO:0005615;GO:0005615;GO:0005783;GO:0005783;GO:0009986;GO:0009986;GO:0031012;GO:0031012;GO:0043231;GO:0043231
ADAMTSL1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005788;GO:0005788;GO:0005788;GO:0005788
ADAMTSL2	GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAMTSL3	GO:0005576;GO:0005576;GO:0043231;GO:0043231;GO:0031012;GO:0031012
ADAMTSL4	GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005614;GO:0005614;GO:0005614;GO:0005614;GO:0005788;GO:0005788;GO:0005788;GO:0005788
ADAMTSL5	GO:0001527;GO:0001527;GO:0005576;GO:0005576;GO:0031012;GO:0031012
ADAP1	GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0043231;GO:0043231
ADAP2	GO:0005737;GO:0005737;GO:0005740;GO:0005740;GO:0005886;GO:0005886;GO:0043231;GO:0043231
ADAR	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0044530;GO:0044530;GO:0044530;GO:0044530;GO:0044530
ADARB1	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0045202;GO:0045202;GO:0045202;GO:0045202;GO:0005737;GO:0005737;GO:0005737;GO:0005737
ADARB2	GO:0005737;GO:0005737;GO:0005737;GO:0005730;GO:0005730;GO:0005730
ADAT2	GO:0005654;GO:0005654
ADAT3	GO:0005654;GO:0005654;GO:0005634;GO:0005634;GO:0005737;GO:0005737
ADCK1	GO:0005576;GO:0031966;GO:0005743
ADCK2	GO:0016020;GO:0016020
ADCK5	GO:0016020
ADCY1	GO:0005634;GO:0005737;GO:0005886;GO:0045121;GO:0070062;GO:0098685;GO:0098686;GO:0098793;GO:0098839;GO:0098978
ADCY10	GO:0015630;GO:0015630;GO:0031514;GO:0031514;GO:0005576;GO:0005576;GO:0005634;GO:0005634;GO:0005739;GO:0005739;GO:0005829;GO:0005829;GO:0016324;GO:0016324;GO:0030425;GO:0030425;GO:0030426;GO:0030426;GO:0043025;GO:0043025;GO:0045178;GO:0045178;GO:0048471;GO:0048471;GO:0005737;GO:0005737
ADCY2	GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0030425;GO:0030425;GO:0045121;GO:0045121
ADCY3	GO:0005737;GO:0005737;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005929;GO:0005929;GO:0016020;GO:0016020;GO:0060170;GO:0060170
ADCY4	GO:0005737;GO:0005886;GO:0016020;GO:0030425
ADCY5	GO:0005886;GO:0005929;GO:0016020;GO:0045111
ADCY6	GO:0005886;GO:0005886;GO:0005929;GO:0005929;GO:0016020;GO:0016020;GO:0032420;GO:0032420
ADCY7	GO:0005886;GO:0005886;GO:0016020;GO:0016020
ADCY8	GO:0015629;GO:0005886;GO:0005901;GO:0005905;GO:0014069;GO:0016020;GO:0016323;GO:0016324;GO:0030424;GO:0030425;GO:0030665;GO:0032809;GO:0042734;GO:0044853;GO:0045121;GO:0048786;GO:0060076;GO:0098685;GO:0098686;GO:0098978
ADCY9	GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0030424;GO:0030424;GO:0030425;GO:0030425
ADCYAP1	GO:0005576;GO:0043204;GO:0043005
ADCYAP1R1	GO:0005768;GO:0005791;GO:0005886;GO:0005901;GO:0005923;GO:0009986;GO:0043231;GO:0043235;GO:0043005
ADD1	GO:0005886;GO:0005886;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005912;GO:0005912;GO:0005925;GO:0005925;GO:0016604;GO:0016604;GO:0008290;GO:0008290;GO:0014069;GO:0014069;GO:0005856;GO:0005856
ADD2	GO:0005829;GO:0005829;GO:0031410;GO:0031410;GO:0044853;GO:0044853;GO:0008290;GO:0008290;GO:0005856;GO:0005856;GO:0005886;GO:0005886;GO:0014069;GO:0014069
ADD3	GO:0000794;GO:0000794;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005903;GO:0005903;GO:0005911;GO:0005911;GO:0005938;GO:0005938;GO:0016020;GO:0016020;GO:0014069;GO:0014069;GO:0005856;GO:0005856
